31-10-2022 21:33:48 | INFO | Snowflake Connector for Python Version: 2.8.0, Python Version: 3.10.0, Platform: Windows-10-10.0.19044-SP0
31-10-2022 21:33:48 | INFO | This connection is in OCSP Fail Open Mode. TLS Certificates would be checked for validity and revocation status. Any other Certificate Revocation related exceptions or OCSP Responder failures would be disregarded in favor of connectivity.
31-10-2022 21:33:48 | INFO | Setting use_openssl_only mode to False
31-10-2022 21:33:51 | INFO | query: [SELECT "Email Address" FROM "Tableau_Employee_Leavers"]
31-10-2022 21:33:51 | INFO | query execution done
31-10-2022 21:33:51 | INFO | Number of results in first chunk: 26
31-10-2022 21:33:51 | INFO | get_users_from_snowflake() completed with 26 user records
31-10-2022 21:33:52 | INFO | Signed into https://prod-uk-a.online.tableau.com as user with id 03b391ee-5cac-405d-a29d-ec7ab70e2de0
31-10-2022 21:33:52 | INFO | Querying all groups on site
31-10-2022 21:33:52 | INFO | Querying all users on site
31-10-2022 21:33:52 | INFO | Removed user (id: 10804978-4d9f-444c-b599-0cecd26d400c) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:52 | INFO | removed user a@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:52 | INFO | Querying all users on site
31-10-2022 21:33:53 | INFO | Removed user (id: d28c784e-d6a4-4cbc-944d-5e88fd6be283) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:53 | INFO | removed user b@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:53 | INFO | Querying all users on site
31-10-2022 21:33:53 | INFO | Removed user (id: 724f7c2f-7cee-402d-808a-eac3fe838bc1) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:53 | INFO | removed user c@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:53 | INFO | Querying all users on site
31-10-2022 21:33:53 | ERROR | Error with operation REMOVE user: c@tableaujunkie.com group: Grant_Role_On_Sign_Inlist index out of range
31-10-2022 21:33:53 | INFO | Querying all users on site
31-10-2022 21:33:53 | INFO | Removed user (id: 790cf3de-6f78-45a0-af56-d6a1d9bc2abc) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:53 | INFO | removed user e@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:53 | INFO | Querying all users on site
31-10-2022 21:33:53 | INFO | Removed user (id: d2303fe9-af7c-4635-815b-a1b82288bafa) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:53 | INFO | removed user f@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:53 | INFO | Querying all users on site
31-10-2022 21:33:54 | INFO | Removed user (id: ecc9dfa9-2b46-47e0-abc3-f1d3776aba1c) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:54 | INFO | removed user g@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:54 | INFO | Querying all users on site
31-10-2022 21:33:54 | INFO | Removed user (id: 7b54a08f-1125-40fc-ab20-3752daf4631a) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:54 | INFO | removed user h@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:54 | INFO | Querying all users on site
31-10-2022 21:33:54 | INFO | Removed user (id: 356c7ac6-d582-42ac-9bec-a72aa11773ae) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:54 | INFO | removed user i@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:54 | INFO | Querying all users on site
31-10-2022 21:33:54 | INFO | Removed user (id: ae5a5f7a-9632-41d2-af8b-f5a0fac4cb34) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:54 | INFO | removed user j@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:54 | INFO | Querying all users on site
31-10-2022 21:33:54 | INFO | Removed user (id: d1a33f04-347a-470d-96e2-cdc2bf22c87d) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:54 | INFO | removed user k@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:54 | INFO | Querying all users on site
31-10-2022 21:33:54 | INFO | Removed user (id: b6a77b3e-fced-4dd8-9934-475eba983b65) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:54 | INFO | removed user l@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:54 | INFO | Querying all users on site
31-10-2022 21:33:55 | INFO | Removed user (id: 3b97b2bc-1a94-434f-a240-a01235ebab50) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:55 | INFO | removed user m@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:55 | INFO | Querying all users on site
31-10-2022 21:33:55 | INFO | Removed user (id: c299e0c1-3d02-4fe3-a1ec-14883dbc3284) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:55 | INFO | removed user n@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:55 | INFO | Querying all users on site
31-10-2022 21:33:55 | INFO | Removed user (id: 5ffc5b40-9eb0-4f40-9b50-95529dd28fea) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:55 | INFO | removed user o@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:55 | INFO | Querying all users on site
31-10-2022 21:33:55 | INFO | Removed user (id: 4c75af1a-a915-4ca9-b9ea-f5270ff551d0) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:55 | INFO | removed user p@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:55 | INFO | Querying all users on site
31-10-2022 21:33:55 | INFO | Removed user (id: 4d207b18-c223-4420-b117-c00f4c8c1d49) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:55 | INFO | removed user q@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:55 | INFO | Querying all users on site
31-10-2022 21:33:56 | INFO | Removed user (id: c8f2e0b7-cbd8-4d4c-a519-d37e7909fb48) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:56 | INFO | removed user r@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:56 | INFO | Querying all users on site
31-10-2022 21:33:56 | INFO | Removed user (id: 23d8364e-f284-490f-9d47-7ec668dc8a40) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:56 | INFO | removed user s@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:56 | INFO | Querying all users on site
31-10-2022 21:33:56 | INFO | Removed user (id: 82882fde-5337-4412-aca4-5ec4fffc71b2) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:56 | INFO | removed user t@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:56 | INFO | Querying all users on site
31-10-2022 21:33:56 | INFO | Removed user (id: e1a22f67-41a0-4180-86fc-0b21717688fd) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:56 | INFO | removed user u@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:56 | INFO | Querying all users on site
31-10-2022 21:33:57 | INFO | Removed user (id: 535f44c5-a714-4322-b1de-e01f79ab81b1) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:57 | INFO | removed user v@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:57 | INFO | Querying all users on site
31-10-2022 21:33:57 | INFO | Removed user (id: bd9bf616-5bfd-4da9-ae6e-5a421719ec2a) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:57 | INFO | removed user w@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:57 | INFO | Querying all users on site
31-10-2022 21:33:57 | INFO | Removed user (id: 860ad83e-5e48-48a5-b58d-b720cb905e46) from group (ID: f814c8c8-978c-4781-98e2-bf2c32baab74)
31-10-2022 21:33:57 | INFO | removed user x@tableaujunkie.com from Group Grant_Role_On_Sign_In
31-10-2022 21:33:57 | INFO | Querying all users on site
